ID;User_ID;Rank_2024_01;Person;net_worth_in_BillionUSD_2024_01;Age_of_person_2024_01;Date
63;70;63;Vladimir Lisin;26,0;67;01-31-2024
64;61;64;R. Budi Hartono;25,9;83;01-31-2024
65;90;65;Daniel Gilbert;25,9;62;01-31-2024
66;71;66;Emmanuel Besnier;25,5;53;01-31-2024
67;179;67;Vinod Adani;25,4;75;01-31-2024
68;87;68;Harold Hamm  ;25,2;78;01-31-2024
69;68;69;Cyrus Poonawalla;25,1;82;01-31-2024
70;65;70;Iris Fontbona  ;25,1;81;01-31-2024
71;3011;71;Thomas Frist Jr  ;25,1;85;01-31-2024
72;58;72;Andrey Melnichenko;25,0;51;01-31-2024
73;89;73;Gennady Timchenko;25,0;71;01-31-2024
74;66;74;Michael Hartono;24,8;84;01-31-2024
75;59;75;Stefan Quandt;24,8;57;01-31-2024
76;74;76;Lukas Walton;24,7;37;01-31-2024
77;63;77;Jack Ma;24,4;59;01-31-2024
78;3105;78;Andrew Forrest;24,0;62;01-31-2024
79;69;79;Masayoshi Son;24,0;66;01-31-2024
80;51;80;Susanne Klatten;23,7;61;01-31-2024
81;109;81;Dilip Shanghvi;23,7;68;01-31-2024
82;80;82;Vagit Alekperov;23,7;73;01-31-2024
83;96;83;John Menard Jr;23,5;84;01-31-2024
84;64;84;He Xiangjian;22,8;81;01-31-2024
85;62;85;Vladimir Potanin;22,3;63;01-31-2024
86;128;86;Diane Hendricks;22,1;76;01-31-2024
87;190;87;Rick Cohen  ;21,9;71;01-31-2024
88;84;88;Eyal Ofer;21,9;73;01-31-2024
89;38;89;Robin Zeng;21,2;55;01-31-2024
90;78;90;Takemitsu Takizaki;21,2;78;01-31-2024
91;79;91;Alexey Mordashov;21,0;58;01-31-2024
92;102;92;Eric Schmidt;20,7;68;01-31-2024
93;67;93;James Ratcliffe;20,7;71;01-31-2024
94;88;94;David Tepper;20,6;66;01-31-2024
95;121;95;Kumar Birla;19,9;56;01-31-2024
96;92;96;Steve Cohen;19,8;67;01-31-2024
97;97;97;Rupert Murdoch  ;18,5;92;01-31-2024
98;2625;98;Vicky Safra;18,4;71;01-31-2024
99;95;99;Donald Bren;18,0;91;01-31-2024
100;248;100;Kushal Pal Singh;18,0;92;01-31-2024
101;221;101;Dustin Moskovitz;17,2;39;01-31-2024
102;101;102;Stefan Persson;17,1;76;01-31-2024
103;91;103;Lakshmi Mittal;17,0;73;01-31-2024
104;111;104;Radhakishan Damani;16,9;69;01-31-2024
105;122;105;Aliko Dangote;16,6;66;01-31-2024
106;99;106;Renata Kellnerova  ;16,6;56;01-31-2024
107;107;107;Jorge Paulo Lemann  ;16,4;84;01-31-2024
108;134;108;Harry Triguboff;16,3;90;01-31-2024
109;103;109;Michael Platt;16,0;55;01-31-2024
110;129;110;Jan Koum;16,0;47;01-31-2024
111;106;111;Beate Heister;15,7;;01-31-2024
112;105;112;Karl Albrecht jr  ;15,7;;01-31-2024
113;136;113;Stanley Kroenke;15,7;76;01-31-2024
114;168;114;David Duffield;15,7;83;01-31-2024
115;81;115;Ray Dalio;15,4;74;01-31-2024
116;114;116;David Green  ;15,1;82;01-31-2024
117;2616;117;Philip Anschutz;15,1;84;01-31-2024
118;82;118;Eric Li;15,1;60;01-31-2024
119;164;119;Changpeng Zhao;15,0;46;01-31-2024
120;229;120;Ravi Jaipuria;15,0;69;01-31-2024
121;124;121;Idan Ofer;14,9;68;01-31-2024
122;233;122;Andreas von Bechtolsheim  ;14,9;68;01-31-2024
123;165;123;Andrew Beal;14,9;71;01-31-2024
124;177;124;Autry Stephens;14,8;85;01-31-2024
125;131;125;George Kaiser;14,4;81;01-31-2024
126;119;126;Alisher Usmanov;14,3;70;01-31-2024
127;116;127;Charlene de Carvalho-Heineken  ;14,2;69;01-31-2024
128;85;128;Qin Yinglin;14,2;58;01-31-2024
129;127;129;John Fredriksen;14,1;79;01-31-2024
130;77;130;Leonard Lauder;14,0;90;01-31-2024
131;100;131;Li Xiting;14,0;73;01-31-2024
132;98;132;Theo Albrecht jr  ;13,9;73;01-31-2024
133;422;133;Jay Chaudhry;13,9;64;01-31-2024
134;135;134;Uday Kotak;13,8;64;01-31-2024
135;166;135;Mike Cannon-Brookes;13,7;44;01-31-2024
136;108;136;Peter Woo;13,7;77;01-31-2024
137;130;137;Jerry Jones;13,6;81;01-31-2024
138;180;138;Nicolas Puech;13,6;81;01-31-2024
139;174;139;Scott Farquhar;13,5;44;01-31-2024
140;142;140;Laurene Powell Jobs  ;13,4;60;01-31-2024
141;282;141;Henry Samueli;13,3;69;01-31-2024
142;159;142;Ricardo Salinas Pliego  ;13,2;68;01-31-2024
143;227;143;Leon Black;13,2;72;01-31-2024
144;132;144;Joseph Lau;13,1;72;01-31-2024
145;120;145;Goh Cheng Liang;13,1;96;01-31-2024
146;137;146;Mikhail Fridman;12,9;59;01-31-2024
147;210;147;David Cheriton;12,9;72;01-31-2024
148;154;148;Giorgio Armani;12,8;89;01-31-2024
149;75;149;Wang Wei;12,8;53;01-31-2024
150;86;150;Wang Chuanfu;12,7;57;01-31-2024
151;374;151;John Tu;12,2;82;01-31-2024
152;372;152;David Sun;12,2;72;01-31-2024
153;126;153;Lui Che Woo;12,1;94;01-31-2024
154;169;154;Jeffery Hildebrand;12,1;64;01-31-2024
155;173;155;Christy Walton;12,0;74;01-31-2024
156;247;156;George Roberts;12,0;80;01-31-2024
157;219;157;John Doerr;11,9;72;01-31-2024
158;207;158;Azim Premji;11,9;78;01-31-2024
159;139;159;Dang Yanbao;11,8;51;01-31-2024
160;150;160;Israel Englander;11,8;75;01-31-2024
161;141;161;Shahid Khan;11,8;73;01-31-2024
162;113;162;Dhanin Chearavanont;11,6;84;01-31-2024
163;2628;163;Edward Johnson IV.;11,6;59;01-31-2024
164;160;164;Donald Newhouse;11,5;94;01-31-2024
165;379;165;Trudy Cathy White;11,5;68;01-31-2024
166;378;166;Dan Cathy;11,5;70;01-31-2024
167;377;167;Bubba Cathy;11,5;69;01-31-2024
168;149;168;Michael Rubin;11,5;51;01-31-2024
169;145;169;Pavel Durov;11,5;39;01-31-2024
170;529;170;Alexander Gerko;11,4;44;01-31-2024
171;123;171;Kwong Siu-hing;11,4;94;01-31-2024
172;381;172;Henry Nicholas III.;11,3;64;01-31-2024
173;163;173;Sky Xu;11,2;40;01-31-2024
174;2621;174;Robert Kraft;11,1;82;01-31-2024
175;155;175;Johann Rupert  ;11,1;73;01-31-2024
176;115;176;Charoen Sirivadhanabhakdi;11,1;79;01-31-2024
177;510;177;Barry Lam;11,1;74;01-31-2024
178;153;178;Mikhail Prokhorov;11,0;58;01-31-2024
179;161;179;Marcel Herrmann Telles;11,0;74;01-31-2024
180;209;180;Eric Smidt;11,0;64;01-31-2024
181;230;181;Hasso Plattner  ;11,0;80;01-31-2024
182;297;182;Henry Kravis;11,0;80;01-31-2024
183;266;183;Jay Y. Lee;10,8;55;01-31-2024
184;162;184;Suleiman Kerimov  ;10,7;57;01-31-2024
185;184;185;Melker Schorling  ;10,7;76;01-31-2024
186;384;186;Melinda French Gates;10,6;59;01-31-2024
187;170;187;Viktor Rashnikov;10,5;75;01-31-2024
188;133;188;Lu Xiangyang;10,4;61;01-31-2024
189;138;189;Sarath Ratanavadi;10,3;58;01-31-2024
190;167;190;Carl Cook;10,3;61;01-31-2024
191;158;191;Judy Love  ;10,2;86;01-31-2024
192;187;192;Lei Jun;10,2;54;01-31-2024
193;143;193;Robert Kuok;10,1;100;01-31-2024
194;172;194;Georg Schaeffler;10,1;59;01-31-2024
195;144;195;Stephen Ross;10,1;83;01-31-2024
196;152;196;Anthony Pratt;10,1;63;01-31-2024
197;326;197;Marc Benioff;10,1;59;01-31-2024
198;197;198;Vincent Bollore  ;10,1;71;01-31-2024
199;201;199;Brian Chesky;10,0;42;01-31-2024
200;433;200;Antony Ressler;10,0;63;01-31-2024
201;178;201;Liu Yongxing;10,0;75;01-31-2024
202;194;202;Pamela Mars;10,0;63;01-31-2024
203;195;203;Valerie Mars;10,0;65;01-31-2024
204;193;204;Marijke Mars;10,0;59;01-31-2024
205;196;205;Victoria Mars;10,0;67;01-31-2024
206;206;206;John Malone;10,0;82;01-31-2024
207;204;207;Antonia Axson Johnson  ;9,9;80;01-31-2024
208;299;208;James Goodnight;9,9;81;01-31-2024
209;175;209;Quek Leng Chan;9,9;82;01-31-2024
210;620;210;Mangal Prabhat Lodha;9,9;68;01-31-2024
211;258;211;Bernard Marcus;9,9;94;01-31-2024
212;151;212;Viatcheslav Kantor;9,8;70;01-31-2024
213;232;213;Manuel Villar;9,8;74;01-31-2024
214;198;214;Jim Pattison;9,8;95;01-31-2024
215;118;215;Wei Jianjun  ;9,8;59;01-31-2024
216;181;216;Jacques Saade Jr;9,8;52;01-31-2024
217;183;217;Tanya Saade Zeenny;9,8;56;01-31-2024
218;182;218;Rodolphe Saade;9,8;53;01-31-2024
219;188;219;Friedhelm Loh;9,8;77;01-31-2024
220;112;220;Huang Shilin;9,8;57;01-31-2024
221;140;221;Jiang Rensheng  ;9,8;70;01-31-2024
222;202;222;James Dyson;9,7;76;01-31-2024
223;493;223;Elizabeth Johnson;9,7;60;01-31-2024
224;156;224;Gong Hongjia  ;9,7;59;01-31-2024
225;235;225;Ann Walton Kroenke;9,6;75;01-31-2024
226;147;226;Thomas Struengmann  ;9,6;73;01-31-2024
227;146;227;Andreas Struengmann  ;9,6;73;01-31-2024
228;265;228;Nancy Walton Laurie;9,6;72;01-31-2024
229;186;229;Michael Kim;9,6;60;01-31-2024
230;157;230;Zhang Zhidong;9,6;52;01-31-2024
231;256;231;Nathan Blecharczyk;9,5;40;01-31-2024
232;199;232;Ernesto Bertarelli;9,5;58;01-31-2024
233;329;233;Jack Dangermond;9,5;78;01-31-2024
234;228;234;Graeme Hart;9,5;68;01-31-2024
235;238;235;Nicky Oppenheimer  ;9,4;78;01-31-2024
236;185;236;Andrei Guryev  ;9,4;63;01-31-2024
237;253;237;Tilman Fertitta;9,4;66;01-31-2024
238;213;238;Anthony von Mandl;9,4;73;01-31-2024
239;208;239;Charles Schwab;9,4;86;01-31-2024
240;205;240;Daniel Kretinsky;9,3;48;01-31-2024
241;611;241;David Velez;9,3;42;01-31-2024
242;570;242;Yu Yong;9,3;62;01-31-2024
243;212;243;Alexander Otto;9,2;56;01-31-2024
244;260;244;Robert F. Smith;9,2;61;01-31-2024
245;272;245;Li Shuirong  ;9,2;67;01-31-2024
246;259;246;Patrick Ryan;9,1;86;01-31-2024
247;416;247;Sunil Mittal;9,1;66;01-31-2024
248;231;248;Carlos Alberto Sicupira  ;9,1;76;01-31-2024
249;412;249;Tom Gores;9,1;59;01-31-2024
250;251;250;Laurent Dassault;9,1;70;01-31-2024
251;252;251;Thierry Dassault;9,1;66;01-31-2024
252;336;252;Jude Reyes;9,0;68;01-31-2024
253;335;253;J. Christopher Reyes;9,0;70;01-31-2024
254;257;254;Leonid Fedun;9,0;67;01-31-2024
255;203;255;Roman Abramovich;9,0;57;01-31-2024
256;254;256;Marie-Helene Habert-Dassault;9,0;58;01-31-2024
257;267;257;Ramzi Musallam;9,0;55;01-31-2024
258;333;258;Rohiqa Cyrus Mistry;9,0;56;01-31-2024
259;334;259;Shapoor Mistry;9,0;59;01-31-2024
260;278;260;Marie Besnier Beauvalot;8,9;43;01-31-2024
261;277;261;Jean-Michel Besnier;8,9;56;01-31-2024
262;288;262;Joe Gebbia;8,9;42;01-31-2024
263;270;263;Georg Stumpf;8,9;51;01-31-2024
264;224;264;Carrie Perrodo  ;8,9;73;01-31-2024
265;241;265;John Morris;8,9;75;01-31-2024
266;226;266;Michael Otto;8,8;80;01-31-2024
267;117;267;Xu Hang;8,8;61;01-31-2024
268;304;268;Nassef Sawiris;8,7;63;01-31-2024
269;561;269;Jimmy Haslam;8,7;69;01-31-2024
270;455;270;Robert Rowling;8,7;70;01-31-2024
271;344;271;Sandra Ortega Mera;8,7;55;01-31-2024
272;263;272;Orlando Bravo;8,7;53;01-31-2024
273;309;273;Enrique Razon jr;8,7;63;01-31-2024
274;215;274;Finn Rausing;8,6;69;01-31-2024
275;216;275;Jorn Rausing;8,6;64;01-31-2024
276;217;276;Kirsten Rausing;8,6;71;01-31-2024
277;243;277;Francine von Finck  ;8,5;;01-31-2024
278;292;278;Joseph Tsai;8,5;60;01-31-2024
279;211;279;Ivan Glasenberg;8,4;67;01-31-2024
280;276;280;Zhang Congyuan;8,4;76;01-31-2024
281;268;281;David Shaw;8,3;72;01-31-2024
282;245;282;German Khan;8,3;62;01-31-2024
283;300;283;Sri Prakash Lohia;8,3;71;01-31-2024
284;575;284;Andre Esteves;8,2;55;01-31-2024
285;331;285;Ralph Lauren;8,2;84;01-31-2024
286;294;286;Arthur Blank;8,2;81;01-31-2024
287;687;287;Elisabeth DeLuca  ;8,2;76;01-31-2024
288;481;288;Mat Ishbia;8,2;44;01-31-2024
289;435;289;Josh Harris;8,2;59;01-31-2024
290;244;290;Francis Choi;8,2;76;01-31-2024
291;255;291;Karel Komarek;8,1;54;01-31-2024
292;291;292;Leonard Stern;8,1;85;01-31-2024
293;303;293;Steven Rales;8,1;72;01-31-2024
294;3012;294;Paul Tudor Jones II.;8,1;69;01-31-2024
295;359;295;Ken Fisher;8,1;73;01-31-2024
296;279;296;David Geffen;8,1;80;01-31-2024
297;452;297;Ken Langone;8,1;88;01-31-2024
298;262;298;Eric Wittouck;8,0;77;01-31-2024
299;338;299;Alejandro Bailleres Gual;8,0;63;01-31-2024
300;517;300;Rekha Jhunjhunwala;8,0;60;01-31-2024
301;375;301;Xu Shihui;7,9;66;01-31-2024
302;345;302;Ronda Stryker;7,9;69;01-31-2024
303;305;303;Harry Stine;7,9;82;01-31-2024
304;475;304;Sergio Stevanato  ;7,9;80;01-31-2024
305;271;305;Rocco Commisso;7,9;74;01-31-2024
306;306;306;Benu Gopal Bangur;7,9;92;01-31-2024
307;148;307;Liu Hanyuan;7,8;60;01-31-2024
308;261;308;Pavel Tykac;7,8;59;01-31-2024
309;284;309;Ivar Tollefsen;7,8;62;01-31-2024
310;421;310;Alain Bouchard;7,8;74;01-31-2024
311;465;311;Piero Ferrari;7,8;78;01-31-2024
312;380;312;Bruce Kovner;7,7;78;01-31-2024
313;332;313;Law Kar Po;7,7;75;01-31-2024
314;343;314;Igor Olenicoff;7,7;81;01-31-2024
315;286;315;Hasmukh Chudgar  ;7,7;90;01-31-2024
316;269;316;Andrei Skoch  ;7,7;58;01-31-2024
317;348;317;Denise Coates;7,7;56;01-31-2024
318;459;318;Micky Arison;7,7;74;01-31-2024
319;189;319;Sun Piaoyang;7,6;65;01-31-2024
320;295;320;Charles Butt;7,6;86;01-31-2024
321;390;321;Carl Bennet;7,6;72;01-31-2024
322;428;322;David Steward;7,6;72;01-31-2024
323;321;323;Tamara Gustavson;7,6;62;01-31-2024
324;405;324;Gustaf Douglas;7,6;85;01-31-2024
325;503;325;M.A. Yusuff Ali;7,6;68;01-31-2024
326;315;326;Richard Kinder;7,5;79;01-31-2024
327;323;327;Frederik Paulsen;7,5;73;01-31-2024
328;396;328;Luis Carlos Sarmiento;7,5;91;01-31-2024
329;313;329;Jeff Greene;7,5;69;01-31-2024
330;494;330;Douglas Leone;7,5;66;01-31-2024
331;568;331;Pankaj Patel;7,5;70;01-31-2024
332;340;332;Pauline MacMillan Keinath;7,4;90;01-31-2024
333;358;333;Randa Duncan Williams;7,4;62;01-31-2024
334;125;334;Chen Bang;7,4;58;01-31-2024
335;346;335;Dannine Avara;7,4;59;01-31-2024
336;350;336;Milane Frantz;7,4;54;01-31-2024
337;349;337;Scott Duncan;7,4;41;01-31-2024
338;439;338;John Brown;7,4;89;01-31-2024
339;314;339;Don Hankey;7,4;80;01-31-2024
340;706;340;Juergen Blickle;7,4;77;01-31-2024
341;364;341;Massimiliana Landini Aleotti  ;7,3;81;01-31-2024
342;695;342;Tobi Lutke;7,3;43;01-31-2024
343;311;343;Arthur Dantchik;7,3;66;01-31-2024
344;513;344;Charles Simonyi;7,3;75;01-31-2024
345;355;345;David Siegel;7,3;62;01-31-2024
346;354;346;John Overdeck;7,3;54;01-31-2024
347;548;347;Jonathan Gray;7,3;53;01-31-2024
348;413;348;Michael Herz;7,3;80;01-31-2024
349;414;349;Wolfgang Herz;7,3;73;01-31-2024
350;546;350;Marcos Galperin;7,3;;01-31-2024
351;319;351;Judy Faulkner;7,2;80;01-31-2024
352;511;352;Robert Rich Jr;7,2;83;01-31-2024
353;391;353;Stephen Bisciotti;7,2;63;01-31-2024
354;104;354;Pang Kang;7,2;68;01-31-2024
355;289;355;Philip Ng;7,2;65;01-31-2024
356;320;356;Johann Graf;7,2;77;01-31-2024
357;449;357;Ray Lee Hunt;7,2;80;01-31-2024
358;316;358;Guillaume Pousaz;7,2;42;01-31-2024
359;324;359;Wee Cho Yaw;7,2;95;01-31-2024
360;312;360;Terry Gou;7,1;73;01-31-2024
361;397;361;Dennis Washington;7,1;89;01-31-2024
362;302;362;Robert Ng;7,0;72;01-31-2024
363;218;363;Tatyana Bakalchuk;7,0;48;01-31-2024
364;3014;364;Edward Roski Jr;7,0;85;01-31-2024
365;339;365;Edythe Broad  ;7,0;88;01-31-2024
366;240;366;Zheng Shuliang  ;6,9;78;01-31-2024
367;283;367;Reinhold Schmieding;6,9;69;01-31-2024
368;110;368;Robert Pera;6,9;45;01-31-2024
369;565;369;Vinod Khosla;6,9;69;01-31-2024
370;398;370;Anthony Bamford  ;6,9;78;01-31-2024
371;290;371;John Reece;6,9;66;01-31-2024
372;287;372;Andrew Currie;6,9;68;01-31-2024
373;470;373;Ludwig Merckle;6,9;59;01-31-2024
374;328;374;Igor Bukhman;6,8;41;01-31-2024
375;327;375;Dmitri Bukhman;6,8;38;01-31-2024
376;368;376;Xavier Niel;6,8;56;01-31-2024
377;410;377;Michal Solowow;6,8;61;01-31-2024
378;307;378;Iskander Makhmudov;6,8;60;01-31-2024
379;317;379;Takahisa Takahara;6,8;62;01-31-2024
380;369;380;Terrence Pegula;6,8;72;01-31-2024
381;387;381;David Reuben;6,8;85;01-31-2024
382;388;382;Simon Reuben;6,8;82;01-31-2024
383;582;383;Bert Beveridge;6,8;62;01-31-2024
384;242;384;Stefano Pessina;6,8;82;01-31-2024
385;451;385;Vikram Lal  ;6,8;81;01-31-2024
386;200;386;Wang Xing;6,8;44;01-31-2024
387;373;387;Agnete Kirk Thinggaard;6,8;40;01-31-2024
388;361;388;Kjeld Kirk Kristiansen;6,8;76;01-31-2024
389;362;389;Sofie Kirk Kristiansen;6,8;48;01-31-2024
390;363;390;Thomas Kirk Kristiansen;6,8;45;01-31-2024
391;352;391;Yuri Milner;6,8;62;01-31-2024
392;308;392;Anders Holch Povlsen;6,8;51;01-31-2024
393;360;393;Christopher Hohn;6,7;57;01-31-2024
394;367;394;Magdalena Martullo-Blocher;6,7;55;01-31-2024
395;376;395;Rahel Blocher;6,7;48;01-31-2024
396;3015;396;Ernest Garcia II.;6,7;66;01-31-2024
397;273;397;Lin Shu-hong;6,7;95;01-31-2024
398;371;398;George Soros;6,7;93;01-31-2024
399;423;399;Gopikishan Damani;6,7;66;01-31-2024
400;661;400;Lynsi Snyder;6,7;41;01-31-2024
401;239;401;Blair Parry-Okeden;6,7;73;01-31-2024
402;237;402;Jim Kennedy;6,7;76;01-31-2024
403;301;403;Ma Jianrong;6,6;60;01-31-2024
404;214;404;Wang Liping  ;6,6;57;01-31-2024
405;401;405;Alain Merieux  ;6,6;86;01-31-2024
406;442;406;Fredrik Lundberg;6,6;72;01-31-2024
407;389;407;Radovan Vitek;6,6;52;01-31-2024
408;742;408;Li Xiang;6,6;42;01-31-2024
409;443;409;Thomas Schmidheiny;6,5;78;01-31-2024
410;473;410;Jean Salata;6,5;58;01-31-2024
411;394;411;Alexei Kuzmichev;6,5;61;01-31-2024
412;541;412;Chip Wilson;6,5;67;01-31-2024
413;427;413;Michael Milken;6,5;77;01-31-2024
414;356;414;Viktor Vekselberg;6,5;66;01-31-2024
415;426;415;Frank Lowy;6,5;93;01-31-2024
416;357;416;Wang Laisheng;6,5;59;01-31-2024
417;499;417;Gary Rollins;6,4;79;01-31-2024
418;402;418;Wang Yusuo  ;6,4;59;01-31-2024
419;246;419;Abdulsamad Rabiu;6,4;63;01-31-2024
420;411;420;Mike Adenuga;6,4;70;01-31-2024
421;649;421;Thomas Hagen;6,4;88;01-31-2024
422;222;422;Pierre Omidyar;6,4;56;01-31-2024
423;395;423;Dmitry Rybolovlev;6,4;57;01-31-2024
424;407;424;Lin Muqin  ;6,4;60;01-31-2024
425;337;425;Don Vultaggio  ;6,4;71;01-31-2024
426;386;426;Annette Lerner  ;6,3;93;01-31-2024
427;382;427;Nadia Thiele;6,3;48;01-31-2024
428;415;428;Michael Kadoorie;6,3;82;01-31-2024
429;400;429;John Grayken;6,3;67;01-31-2024
430;670;430;Scott Cook;6,3;71;01-31-2024
431;504;431;Alexandre Behring;6,3;56;01-31-2024
432;544;432;Murali Divi  ;6,3;72;01-31-2024
433;293;433;Zhong Huijuan;6,3;63;01-31-2024
434;420;434;Neil Bluhm;6,3;86;01-31-2024
435;404;435;Maria Asuncion Aramburuzabala  ;6,3;60;01-31-2024
436;609;436;Marc Rowan;6,3;61;01-31-2024
437;403;437;Stef Wertheimer  ;6,3;97;01-31-2024
438;310;438;Wang Laichun;6,2;56;01-31-2024
439;441;439;Arthur Irving;6,2;94;01-31-2024
440;444;440;Helmut Sohmen;6,2;84;01-31-2024
441;383;441;David Bonderman;6,2;81;01-31-2024
442;664;442;Peter Thiel;6,2;56;01-31-2024
443;249;443;Wang Jianlin;6,2;69;01-31-2024
444;477;444;Richard White;6,2;68;01-31-2024
445;280;445;Robin Li;6,2;55;01-31-2024
446;425;446;Joe Lewis;6,2;86;01-31-2024
447;454;447;Karen Pritzker;6,2;66;01-31-2024
448;466;448;Dan Friedkin;6,2;58;01-31-2024
449;583;449;Mark Cuban;6,2;65;01-31-2024
450;446;450;Dirk Ziff;6,2;59;01-31-2024
451;445;451;Daniel Ziff;6,2;52;01-31-2024
452;447;452;Robert Ziff;6,2;57;01-31-2024
453;392;453;Stanley Druckenmiller;6,2;70;01-31-2024
454;385;454;Nathan Kirsh;6,1;92;01-31-2024
455;341;455;Philippe Laffont;6,1;56;01-31-2024
456;474;456;Paul Singer;6,1;79;01-31-2024
457;482;457;Leo Koguan;6,1;68;01-31-2024
458;572;458;Gayle Benson;6,1;77;01-31-2024
459;496;459;Thomas Pritzker;6,1;73;01-31-2024
460;490;460;Todd Boehly;6,1;50;01-31-2024
461;318;461;Zong Qinghou;6,0;78;01-31-2024
462;429;462;Les Wexner  ;6,0;86;01-31-2024
463;621;463;Joe Mansueto;6,0;67;01-31-2024
464;93;464;Carl Icahn;6,0;87;01-31-2024
465;225;465;Chen Jianhua;6,0;53;01-31-2024
466;3016;466;William Goldring  ;6,0;81;01-31-2024
467;559;467;Tomasz Biernacki;6,0;51;01-31-2024
468;728;468;Mark Stevens;6,0;63;01-31-2024
469;418;469;Alexander Abramov;6,0;64;01-31-2024
470;697;470;Rajan Mittal;5,9;64;01-31-2024
471;698;471;Rakesh Mittal;5,9;68;01-31-2024
472;514;472;Ty Warner;5,9;79;01-31-2024
473;500;473;Mark Walter;5,9;63;01-31-2024
474;534;474;Michel Leclercq  ;5,9;84;01-31-2024
475;436;475;Niels Peter Louis-Hansen;5,9;76;01-31-2024
476;406;476;Frits Goldschmeding;5,9;90;01-31-2024
477;432;477;Andreas Halvorsen;5,9;62;01-31-2024
478;577;478;Hong Ra-hee;5,8;78;01-31-2024
479;617;479;Rafael Del Pino;5,8;65;01-31-2024
480;506;480;Robert Faith;5,8;60;01-31-2024
481;551;481;Rudolf Maag;5,8;78;01-31-2024
482;556;482;Kelcy Warren;5,8;68;01-31-2024
483;322;483;Liang Wengen;5,8;67;01-31-2024
484;274;484;Qi Shi  ;5,8;54;01-31-2024
485;543;485;Jim Davis;5,8;80;01-31-2024
486;525;486;Denise York  ;5,8;73;01-31-2024
487;370;487;John A. Sobrato  ;5,7;84;01-31-2024
488;682;488;Kerry Stokes;5,7;83;01-31-2024
